asset_number,asset_name,source_sheet,source_row,missing_fields
OPEN-FA-2024-0262,Chair,SUMMARY REPORT SHEET,748,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0263,4 in 1 Cluster Workstation.,SUMMARY REPORT SHEET,750,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0264,Centre Glass Table,SUMMARY REPORT SHEET,763,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0265,Reception Desk/Table,SUMMARY REPORT SHEET,764,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0266,Conference Table,SUMMARY REPORT SHEET,765,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0267,Executive Table,SUMMARY REPORT SHEET,766,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0268,Tea Table,SUMMARY REPORT SHEET,769,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0269,Table,SUMMARY REPORT SHEET,770,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0270,2 in 1 Desk,SUMMARY REPORT SHEET,775,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0271,6 in 1 Work Desk,SUMMARY REPORT SHEET,776,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0272,7 in 1 Work Desk,SUMMARY REPORT SHEET,778,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0273,Tables,SUMMARY REPORT SHEET,780,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0274,4 in 1 Cluster Work Station,SUMMARY REPORT SHEET,783,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0275,Table,SUMMARY REPORT SHEET,784,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0276,Table,SUMMARY REPORT SHEET,788,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0277,Cabinet Cupboard  (Small),SUMMARY REPORT SHEET,789,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0278,Cabinet Cupboard  (Big),SUMMARY REPORT SHEET,790,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0279,Book Shelf,SUMMARY REPORT SHEET,802,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0280,File Cabinet Cupboard,SUMMARY REPORT SHEET,804,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0281,Cabinet Cupboard (Small),SUMMARY REPORT SHEET,809,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0282,Office Steel Cabinet,SUMMARY REPORT SHEET,810,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0283,42U Server Rack.,SUMMARY REPORT SHEET,811,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0284,Battery Rack,SUMMARY REPORT SHEET,812,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0285,Battery Rack,SUMMARY REPORT SHEET,816,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0286,22U Rack,SUMMARY REPORT SHEET,817,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0287,32U Rack,SUMMARY REPORT SHEET,818,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0288,22U Rack,SUMMARY REPORT SHEET,819,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0289,Battery Rack,SUMMARY REPORT SHEET,820,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0290,Battery Rack,SUMMARY REPORT SHEET,822,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0291,32uU Rack,SUMMARY REPORT SHEET,823,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0292,Battery Rack,SUMMARY REPORT SHEET,824,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0293,52u Rack,SUMMARY REPORT SHEET,825,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0294,Battery Rack,SUMMARY REPORT SHEET,826,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0295,52U-Rack,SUMMARY REPORT SHEET,827,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0296,Battery Rack,SUMMARY REPORT SHEET,828,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0297,32U Rack,SUMMARY REPORT SHEET,829,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0298,Battery Rack,SUMMARY REPORT SHEET,830,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0299,32U-Rack,SUMMARY REPORT SHEET,831,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0300,Battery Rack,SUMMARY REPORT SHEET,832,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0301,32U Rack,SUMMARY REPORT SHEET,833,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0302,Battery Rack,SUMMARY REPORT SHEET,834,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0303,32U Rack,SUMMARY REPORT SHEET,835,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0304,Battery Rack,SUMMARY REPORT SHEET,836,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0305,22U Rack,SUMMARY REPORT SHEET,837,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0306,Window  Blinds,SUMMARY REPORT SHEET,838,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0307,Window  Blinds,SUMMARY REPORT SHEET,873,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0308,Window  Blinds,SUMMARY REPORT SHEET,874,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0309,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,876,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0310,Extensions,SUMMARY REPORT SHEET,877,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0311,Knife Switch,SUMMARY REPORT SHEET,882,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0312,Generator,SUMMARY REPORT SHEET,884,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0313,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,885,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0314,Extensions,SUMMARY REPORT SHEET,886,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0315,Knife Switch,SUMMARY REPORT SHEET,892,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0316,DC Circuit Breaker,SUMMARY REPORT SHEET,894,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0317,Generator,SUMMARY REPORT SHEET,895,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0318,Extensions,SUMMARY REPORT SHEET,896,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0319,Knife Switch,SUMMARY REPORT SHEET,899,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0320,DC Circuit Breaker,SUMMARY REPORT SHEET,900,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0321,Generator,SUMMARY REPORT SHEET,901,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0322,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,902,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0323,Extensions,SUMMARY REPORT SHEET,903,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0324,Changeover Switch,SUMMARY REPORT SHEET,905,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0325,Generator,SUMMARY REPORT SHEET,906,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0326,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,907,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0327,Knife Switch,SUMMARY REPORT SHEET,908,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0328,DC Circuit Breaker,SUMMARY REPORT SHEET,910,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0329,Extension,SUMMARY REPORT SHEET,911,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0330,Generator,SUMMARY REPORT SHEET,914,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0331,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,915,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0332,Extensions,SUMMARY REPORT SHEET,916,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0333,Knife Switch,SUMMARY REPORT SHEET,918,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0334,DC Circuit Breaker,SUMMARY REPORT SHEET,919,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0335,AVR (Automatic Voltage Regulator),SUMMARY REPORT SHEET,920,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0336,Extensions,SUMMARY REPORT SHEET,921,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0337,Knife Switch,SUMMARY REPORT SHEET,923,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0338,Generator,SUMMARY REPORT SHEET,925,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0339,AVR (Automatic VOltage Regulator),SUMMARY REPORT SHEET,926,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0340,Circuit Breaker (MCB),SUMMARY REPORT SHEET,927,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0341,Extensions,SUMMARY REPORT SHEET,928,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0342,Knife Switch,SUMMARY REPORT SHEET,930,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0343,Generator,SUMMARY REPORT SHEET,932,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0344,AVR (Automatic VOltage Regulator),SUMMARY REPORT SHEET,933,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0345,Circuit Breaker (DC MCB),SUMMARY REPORT SHEET,934,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0346,Extensions,SUMMARY REPORT SHEET,935,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0347,Knife Switch,SUMMARY REPORT SHEET,937,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0348,Generator,SUMMARY REPORT SHEET,939,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
KUJ653BF,TOYOTA COROLLA,SUMMARY REPORT SHEET,940,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
YAB214AW,TOYOTA COROLLA,SUMMARY REPORT SHEET,941,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
KUJ259BC,TOYOTA COROLLA,SUMMARY REPORT SHEET,942,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
BWR623CP,TOYOTA CAMRY,SUMMARY REPORT SHEET,943,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
BWR621CP,TOYOTA CAMRY,SUMMARY REPORT SHEET,944,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
KUJ684BV,PEUGEOT 407,SUMMARY REPORT SHEET,945,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
GWA791JL,PEUGEOT 407,SUMMARY REPORT SHEET,946,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
KUJ351AQ,PEUGEOT 407,SUMMARY REPORT SHEET,947,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
YAB648PK,PEUGEOT 406,SUMMARY REPORT SHEET,948,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
YAB254BH,PEUGEOT 406,SUMMARY REPORT SHEET,949,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
ABJ242HL,PEUGEOT 406,SUMMARY REPORT SHEET,950,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
ABC747AE,PEUGEOT 406,SUMMARY REPORT SHEET,951,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
RBC433AM,PEUGEOT 407,SUMMARY REPORT SHEET,952,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
ABJ695HM,PEUGEOT 406,SUMMARY REPORT SHEET,953,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
ABJ456BK,PEUGEOT 406,SUMMARY REPORT SHEET,954,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
RBC03ET,PEUGEOT 406,SUMMARY REPORT SHEET,955,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
GWA560AG,Peugeot 406,SUMMARY REPORT SHEET,956,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
KWL756GX,PEUGEOT 406,SUMMARY REPORT SHEET,957,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
ABJ241HL,PEUGEOT 406,SUMMARY REPORT SHEET,958,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
YAB435EW,PEUGEOT 406,SUMMARY REPORT SHEET,959,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
SMK869HP,TOYOTA CAMRY,SUMMARY REPORT SHEET,960,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
BWR760CP,TOYOTA CAMRY,SUMMARY REPORT SHEET,961,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
BWR62CP,TOYOTA CAMRY,SUMMARY REPORT SHEET,962,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
