import time: self [us] | cumulative | imported package
import time:       329 |        329 |                         PIL._version
import time:       402 |        731 |                       PIL
import time:      3970 |       3970 |                         PIL.ExifTags
import time:       808 |        808 |                         PIL.ImageMode
import time:      1063 |       1063 |                         PIL.TiffTags
import time:       282 |        282 |                         PIL._binary
import time:       186 |        186 |                         PIL._deprecate
import time:       181 |        181 |                         PIL._util
import time:       129 |        129 |                         defusedxml
import time:      2814 |       2814 |                         PIL._imaging
import time:      3814 |      13243 |                       PIL.Image
import time:       286 |      14258 |                     openpyxl.drawing.image
import time:       454 |        454 |                                 openpyxl.chart.layout
import time:       325 |        325 |                                 openpyxl.chart.picture
import time:      1303 |       1303 |                                   openpyxl.drawing.colors
import time:      1832 |       1832 |                                     openpyxl.drawing.effect
import time:      1884 |       3716 |                                   openpyxl.drawing.fill
import time:       812 |        812 |                                   openpyxl.drawing.line
import time:      3801 |       3801 |                                   openpyxl.drawing.geometry
import time:       521 |      10151 |                                 openpyxl.chart.shapes
import time:      2233 |       2233 |                                   openpyxl.drawing.text
import time:       872 |        872 |                                   openpyxl.chart.data_source
import time:       501 |       3604 |                                 openpyxl.chart.text
import time:       302 |        302 |                                 openpyxl.chart.error_bar
import time:       554 |      15388 |                               openpyxl.chart.marker
import time:       362 |      15750 |                             openpyxl.chart._3d
import time:       341 |        341 |                             openpyxl.chart.legend
import time:       296 |        296 |                             openpyxl.chart.reference
import time:       333 |        333 |                                 openpyxl.chart.label
import time:       272 |        272 |                                 openpyxl.chart.trendline
import time:       439 |       1042 |                               openpyxl.chart.series
import time:       209 |       1251 |                             openpyxl.chart.series_factory
import time:       259 |        259 |                             openpyxl.chart.title
import time:       513 |      18406 |                           openpyxl.chart._chart
import time:       215 |        215 |                           openpyxl.chart.descriptors
import time:       737 |        737 |                           openpyxl.chart.axis
import time:       594 |      19950 |                         openpyxl.chart.area_chart
import time:       481 |        481 |                         openpyxl.chart.bar_chart
import time:       267 |        267 |                         openpyxl.chart.bubble_chart
import time:       174 |        174 |                           openpyxl.chart.updown_bars
import time:       303 |        477 |                         openpyxl.chart.line_chart
import time:       423 |        423 |                         openpyxl.chart.pie_chart
import time:       234 |        234 |                         openpyxl.chart.radar_chart
import time:       199 |        199 |                         openpyxl.chart.scatter_chart
import time:       192 |        192 |                         openpyxl.chart.stock_chart
import time:       327 |        327 |                         openpyxl.chart.surface_chart
import time:       461 |      23005 |                       openpyxl.chart
import time:        62 |      23067 |                     openpyxl.chart._chart
import time:       229 |        229 |                     openpyxl.drawing.xdr
import time:       418 |        418 |                       openpyxl.drawing.properties
import time:       415 |        833 |                     openpyxl.drawing.connector
import time:       324 |        324 |                       openpyxl.drawing.picture
import time:       299 |        299 |                       openpyxl.drawing.relation
import time:       430 |       1052 |                     openpyxl.drawing.graphic
import time:       699 |      40702 |                   openpyxl.drawing.spreadsheet_drawing
import time:      4479 |       4479 |                   openpyxl.packaging.manifest
import time:       425 |        425 |                     openpyxl.styles.table
import time:       682 |       1107 |                   openpyxl.styles.stylesheet
import time:       205 |        205 |                     openpyxl.workbook.external_reference
import time:       286 |        286 |                       openpyxl.workbook.function_group
import time:       479 |        479 |                       openpyxl.workbook.properties
import time:       457 |        457 |                       openpyxl.workbook.protection
import time:       289 |        289 |                       openpyxl.workbook.smart_tags
import time:       637 |        637 |                       openpyxl.workbook.views
import time:       366 |        366 |                       openpyxl.workbook.web
import time:       588 |       3098 |                     openpyxl.packaging.workbook
import time:       377 |       3679 |                   openpyxl.workbook._writer
import time:       257 |        257 |                   openpyxl.writer.theme
import time:       559 |      50935 |                 openpyxl.writer.excel
import time:       233 |        233 |                     openpyxl.worksheet.drawing
import time:       349 |        349 |                     openpyxl.chartsheet.relation
import time:       221 |        221 |                     openpyxl.chartsheet.properties
import time:       276 |        276 |                     openpyxl.chartsheet.protection
import time:       401 |        401 |                     openpyxl.chartsheet.views
import time:       303 |        303 |                     openpyxl.chartsheet.custom
import time:       307 |        307 |                     openpyxl.chartsheet.publish
import time:       593 |       2680 |                   openpyxl.chartsheet.chartsheet
import time:       237 |       2916 |                 openpyxl.chartsheet
import time:       462 |        462 |                 openpyxl.packaging.core
import time:       682 |        682 |                 openpyxl.packaging.custom
import time:      1075 |     112203 |               openpyxl.workbook.workbook
import time:       160 |     112362 |             openpyxl.workbook
import time:       257 |        257 |               openpyxl.reader
import time:       166 |        166 |                 openpyxl.pivot
import time:       684 |        684 |                 openpyxl.pivot.fields
import time:      2380 |       3230 |               openpyxl.pivot.table
import time:       113 |        113 |               openpyxl.tests
import time:       233 |        233 |               openpyxl.reader.strings
import time:       595 |        595 |                     openpyxl.workbook.external_link.external
import time:       170 |        764 |                   openpyxl.workbook.external_link
import time:        65 |        829 |                 openpyxl.workbook.external_link.external
import time:      1489 |       1489 |                 openpyxl.pivot.cache
import time:       268 |        268 |                 openpyxl.pivot.record
import time:       320 |       2904 |               openpyxl.reader.workbook
import time:       364 |        364 |                   openpyxl.chart.plotarea
import time:       251 |        251 |                   openpyxl.chart.pivot
import time:       199 |        199 |                   openpyxl.chart.print_settings
import time:       411 |       1224 |                 openpyxl.chart.chartspace
import time:       147 |        147 |                 openpyxl.chart.reader
import time:       193 |       1563 |               openpyxl.reader.drawings
import time:       676 |       8973 |             openpyxl.reader.excel
import time:       168 |        168 |             openpyxl._constants
import time:       328 |     123001 |           openpyxl
import time:      2683 |     125684 |         app.services.finance.banking.bank_statement
import time:      2428 |       2428 |         app.services.finance.banking.categorization
import time:       424 |     132628 |       app.services.finance.banking
import time:     81660 |     298600 |     app.api.finance.banking
import time:    160154 |     160154 |     app.api.finance.cons
import time:     91264 |      91264 |     app.api.finance.gl
import time:      8685 |       8685 |           app.services.finance.import_export.base
import time:       789 |       9473 |         app.services.finance.import_export.accounts
import time:      1088 |       1088 |         app.services.finance.import_export.assets
import time:       642 |        642 |         app.services.finance.import_export.banking
import time:       588 |        588 |         app.services.finance.import_export.contacts
import time:       474 |        474 |         app.services.finance.import_export.expenses
import time:       700 |        700 |         app.services.finance.import_export.invoices
import time:       511 |        511 |         app.services.finance.import_export.items
import time:      2852 |       2852 |         app.services.finance.import_export.opening_balance
import time:       785 |        785 |         app.services.finance.import_export.payments
import time:       532 |      17641 |       app.services.finance.import_export
import time:     28270 |      45910 |     app.api.finance.import_export
import time:     63256 |      63256 |       app.schemas.finance.ipsas
import time:    139727 |     202982 |     app.api.finance.ipsas
import time:    132241 |     132241 |     app.api.finance.lease
import time:     21211 |      21211 |     app.api.finance.opening_balance
import time:      7099 |       7099 |           app.services.finance.payments.paystack_client
import time:       863 |       7962 |         app.services.finance.payments.payment_service
import time:       541 |        541 |         app.services.finance.payments.web
import time:       416 |        416 |         app.services.finance.payments.webhook_service
import time:       286 |       9204 |       app.services.finance.payments
import time:     40203 |      49406 |     app.api.finance.payments
import time:    465366 |     465366 |     app.api.finance.rpt
import time:      1543 |       1543 |       app.services.finance.platform.search_suggestions
import time:      8190 |       9732 |     app.api.finance.search
import time:    211992 |     211992 |     app.api.finance.tax
import time:      1382 |    2219476 |   app.api.finance
import time:      3507 |       3507 |       app.services.fixed_assets.asset
import time:      1915 |       1915 |       app.services.fixed_assets.depreciation
import time:      1521 |       1521 |       app.services.fixed_assets.disposal
import time:       842 |        842 |       app.services.fixed_assets.fa_posting_adapter
import time:       926 |        926 |       app.services.fixed_assets.revaluation
import time:       413 |       9122 |     app.services.fixed_assets
import time:     62671 |      71793 |   app.api.fixed_assets
import time:      2251 |       2251 |                 app.models.fleet.enums
import time:       723 |        723 |                   app.models.fleet.base
import time:      8074 |       8796 |                 app.models.fleet.fuel_log
import time:      6331 |       6331 |                 app.models.fleet.maintenance
import time:     10082 |      10082 |                 app.models.fleet.vehicle
import time:      5039 |       5039 |                 app.models.fleet.vehicle_assignment
import time:      6504 |       6504 |                 app.models.fleet.vehicle_document
import time:      8252 |       8252 |                 app.models.fleet.vehicle_incident
import time:      5616 |       5616 |                 app.models.fleet.vehicle_reservation
import time:       596 |      53463 |               app.models.fleet
import time:        27 |      53490 |             app.models.fleet.enums
import time:     19737 |      73226 |           app.schemas.fleet.assignment
import time:     27551 |      27551 |           app.schemas.fleet.document
import time:     20846 |      20846 |           app.schemas.fleet.fuel
import time:     26795 |      26795 |           app.schemas.fleet.incident
import time:     19743 |      19743 |           app.schemas.fleet.maintenance
import time:     22585 |      22585 |           app.schemas.fleet.reservation
import time:     60728 |      60728 |           app.schemas.fleet.vehicle
import time:       592 |     252064 |         app.schemas.fleet
import time:        30 |     252093 |       app.schemas.fleet.assignment
import time:       598 |        598 |           app.services.fleet.assignment_service
import time:       368 |        368 |           app.services.fleet.document_service
import time:       500 |        500 |           app.services.fleet.fuel_service
import time:       462 |        462 |           app.services.fleet.incident_service
import time:       777 |        777 |           app.services.fleet.maintenance_service
import time:       501 |        501 |           app.services.fleet.reservation_service
import time:       499 |        499 |           app.services.fleet.vehicle_service
import time:       431 |       4132 |         app.services.fleet
import time:        39 |       4170 |       app.services.fleet.assignment_service
import time:     21587 |     277850 |     app.api.fleet.assignments
import time:     24291 |      24291 |     app.api.fleet.documents
import time:     27508 |      27508 |     app.api.fleet.fuel
import time:     25077 |      25077 |     app.api.fleet.incidents
import time:     21511 |      21511 |     app.api.fleet.maintenance
import time:     35148 |      35148 |     app.api.fleet.reservations
import time:     36915 |      36915 |     app.api.fleet.vehicles
import time:    275904 |     724200 |   app.api.fleet
import time:     38823 |      38823 |     app.schemas.inventory
import time:    156478 |     195300 |   app.api.inventory
import time:     13929 |      13929 |         app.schemas.people.assets
import time:     64069 |      64069 |         app.schemas.people.attendance
import time:     14393 |      14393 |         app.schemas.people.checklist
import time:    106771 |     106771 |         app.schemas.people.expense
